frame_path,class,video_id
pick\pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2\frame_0014.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2
pick\pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2\frame_0015.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2
pick\pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2\frame_0016.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0000.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0001.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0002.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0003.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0004.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0005.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0006.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0007.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0008.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0009.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0010.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0011.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0012.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0013.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0014.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0015.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0\frame_0016.jpg,pick,pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0000.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0001.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0002.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0003.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0004.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0005.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0006.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0007.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0008.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0009.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0010.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0011.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0012.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0013.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0014.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1\frame_0015.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0000.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0001.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0002.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0003.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0004.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0005.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0006.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0007.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0008.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0009.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0010.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0011.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0012.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0013.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0014.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0\frame_0015.jpg,pick,Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0000.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0001.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0002.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0003.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0004.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0005.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0006.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0007.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0008.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0009.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0010.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0011.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0012.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0013.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0014.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0015.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0\frame_0016.jpg,pick,Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0000.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0001.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0002.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0003.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0004.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0005.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0006.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0007.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0008.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0009.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0010.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0011.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0012.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0013.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0014.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0015.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14\frame_0016.jpg,pick,Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0000.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0001.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0002.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0003.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0004.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0005.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0006.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0007.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0008.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0009.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0010.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0011.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0012.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0013.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0014.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0015.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0016.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0017.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0018.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0019.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0020.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0021.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9\frame_0022.jpg,pick,Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0000.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0001.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0002.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0003.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0004.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0005.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0006.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0007.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0008.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0009.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0010.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0011.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0012.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0013.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0014.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0015.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8\frame_0016.jpg,pick,prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0000.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0001.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0002.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0003.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0004.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0005.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0006.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0007.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0008.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0009.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0010.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0011.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0012.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0013.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0014.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0015.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0016.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0017.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12\frame_0018.jpg,pick,prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0000.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0001.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0002.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0003.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0004.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0005.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0006.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0007.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0008.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0009.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0010.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0011.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0012.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0013.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0014.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10\frame_0015.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10
pick\prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1\frame_0000.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1
pick\prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1\frame_0001.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1
pick\prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1\frame_0002.jpg,pick,prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1
